n;m;k_avg;streets_per_node_avg;edge_length_total;edge_length_avg;street_length_total;street_length_avg;circuity_avg;area;Zona;avg_betweenness;avg_closeness;avg_clustering
37.0;79.0;4.27027027027027;2.5675675675675675;15074.419999999998;190.81544303797466;7560.784000000001;189.01960000000003;1.08487050485988;1.475084160465774;D31;0.061861861861861864;0.13513110258853145;0.058823529411764705
;;;;;;;;;1.3219124920053276;R1;;;
31.0;45.0;2.903225806451613;2.3548387096774195;5634.623999999999;125.21386666666665;3316.9230000000007;127.57396153846156;1.0247107912643962;0.4068971236905918;D22;0.034556915090841675;0.0852058729767013;0.0
380.0;739.0;3.889473684210526;2.668421052631579;58038.35199999996;78.53633558863324;38497.116999999984;84.42350219298243;1.0834538551819224;2.901399481910886;E38;0.0107058910836164;0.02027705902260601;0.04366355704075002
94.0;169.0;3.595744680851064;2.4148936170212765;16461.255999999987;97.40388165680466;8930.496000000005;85.0523428571429;1.2017765013265154;1.1856800459183277;B17;0.0651502491719137;0.07204882049862368;0.06849816849816849
147.0;282.0;3.836734693877551;2.619047619047619;25956.46800000002;92.04421276595751;15339.943000000005;90.76889349112429;1.0473749227474345;1.9546836621717139;E48;0.04130315328776764;0.048240984921251215;0.027142857142857142
85.0;175.0;4.117647058823529;3.0;14963.948999999997;85.50827999999998;10065.395999999999;89.86960714285713;1.0544370836322834;0.6270962325485009;D25;0.07884816577233303;0.10707243320446322;0.04951086396869529
270.0;507.0;3.7555555555555555;2.6555555555555554;55084.024;108.64699013806705;33707.42399999999;100.02202967359048;1.1467362147573077;2.7598036003461273;E36;0.033082059754922205;0.033490149166561206;0.04045398009950248
240.0;460.0;3.8333333333333335;2.4625;44957.90099999997;97.73456739130428;25175.566999999985;91.88163138686126;1.0591744123729885;2.717639713020513;E35;0.018159596474573093;0.04133829320670801;0.03152482269503546
508.0;1035.0;4.074803149606299;2.781496062992126;92179.70700000004;89.06251884057974;60474.90199999991;89.0646568483062;1.1097853867646652;3.8985711620971064;E42;0.029573613738678388;0.04582013368610382;0.05340249948373518
77.0;138.0;3.5844155844155843;2.7142857142857144;17426.215000000004;126.2769202898551;10365.380000000001;123.39738095238097;1.1669979337256016;1.2383383032676678;D28;0.02856687172476646;0.060430276845216686;0.09954954954954955
116.0;251.0;4.327586206896552;2.7413793103448274;22982.644999999982;91.56432270916328;12426.190000000002;90.04485507246379;1.0474234400256068;1.2188584393522488;E3;0.0413562955364423;0.09100682842692477;0.05285984848484848
343.0;652.0;3.801749271137026;2.443148688046647;78768.65199999999;120.81081595092023;41490.03099999998;110.64008266666661;1.1073809581161533;8.312679007777538;E28;0.01874961907531812;0.02527133428344804;0.037459056246481395
247.0;553.0;4.477732793522267;2.6437246963562755;40135.37899999998;72.57753887884263;22862.763;73.27808653846154;1.0648014342994065;1.6698595485021992;E29;0.04771094178759685;0.0788864708471964;0.034974984365228265
385.0;736.0;3.8233766233766233;2.7532467532467533;33285.02699999997;45.22422146739127;23342.491000000005;46.22275445544555;1.0649811491929624;0.9168973444566332;B15;0.024699184355679134;0.03707413269127283;0.016066711066711068
307.0;598.0;3.8957654723127035;2.485342019543974;43509.347000000045;72.75810535117064;24311.86;71.5054705882353;1.0894010968353425;1.659776832669822;E31;0.01445667033478278;0.03537423239741806;0.0191834451901566
60.0;99.0;3.3;2.5;16683.889;168.5241313131313;10469.857000000004;171.63700000000006;1.0680325807049038;0.9122543583412155;C30;0.010106175725696474;0.06000210796867871;0.014124293785310734
144.0;259.0;3.5972222222222223;2.8333333333333335;12829.364999999983;49.534227799227736;9697.836999999996;53.579209944751355;1.0196949570466318;0.4514812777027438;C22;0.04208834006369218;0.05190084843182592;0.0
28.0;48.0;3.4285714285714284;2.5714285714285716;4050.1009999999997;84.37710416666665;2526.652;81.50490322580646;1.0931984636287757;0.1876188348175058;B18;0.11355311355311355;0.14802198617448523;0.0
197.0;424.0;4.304568527918781;2.5583756345177666;76192.83900000004;179.70009198113218;42304.35000000001;171.96890243902445;1.2953532875696891;5.304029195449096;C24;0.05201531608348142;0.07047513358182274;0.05572562358276644
497.0;1057.0;4.253521126760563;2.9577464788732395;90925.46700000021;86.02220151371827;62483.98200000002;89.39053218884123;1.0915676529282516;3.7951764072255783;E44;0.03277907916708461;0.05059382755211847;0.049230348646266485
44.0;92.0;4.181818181818182;2.772727272727273;19733.996;214.4999565217391;10279.277;201.55445098039215;1.07723961960485;2.8402326397850977;E41;0.11251635960938286;0.11954694773276184;0.10804195804195804
280.0;536.0;3.8285714285714287;2.460714285714286;74188.34200000005;138.4110858208956;44790.88299999996;144.48671935483858;1.0870856951644234;4.158831644741683;E32;0.03565474809092817;0.03471488771449032;0.029510155316606928
32.0;56.0;3.5;2.21875;12117.852;216.3902142857143;6312.48;217.67172413793102;1.2023448107288213;0.826457266491436;D32;0.05295698924731183;0.11465848696637942;0.015517241379310345
103.0;145.0;2.8155339805825244;2.70873786407767;8439.217;58.20149655172414;5914.905000000001;52.34429203539823;1.2184406343926295;0.5965154743118807;B13;0.014842061019351507;0.027326319256322902;0.03697916666666667
42.0;66.0;3.142857142857143;2.2857142857142856;8570.694;129.85899999999998;4386.116;115.4241052631579;1.3552614654186643;1.0419570185254512;C21;0.008681765389082462;0.06336264026402758;0.05405405405405405
42.0;60.0;2.857142857142857;2.238095238095238;4935.797000000001;82.26328333333336;2580.448;71.67911111111111;1.1150838137084098;0.41612935288908526;B11;0.008899535423925667;0.06200995439840707;0.033471933471933474
370.0;658.0;3.556756756756757;2.772972972972973;29204.663999999993;44.38398784194528;21042.66900000001;45.64570281995663;1.0382314116510345;0.8886679845303586;B8;0.0042659440989239504;0.019230184298513652;0.007005494505494506
261.0;464.0;3.5555555555555554;2.375478927203065;55682.156000000025;120.00464655172419;35483.748;121.51968493150684;1.1114501636325997;5.052125855981768;E40;0.03470169677066228;0.0341306512730471;0.016169476869865973
159.0;353.0;4.440251572327044;2.8742138364779874;16113.721999999994;45.64793767705381;10267.915999999997;47.98091588785046;1.0678751627137493;0.4485521596053059;C25;0.01982529079746886;0.058361245349192736;0.0563034188034188
180.0;335.0;3.7222222222222223;2.8333333333333335;24034.907000000003;71.74599104477613;16064.088999999993;72.68818552036196;1.0114153368166598;0.9267769300525512;E34;0.022843129049581874;0.043419611147671254;0.015321484071484072
377.0;747.0;3.962864721485411;2.496021220159151;56093.04199999994;75.09108701472549;32812.69600000002;72.91710222222227;1.0979422608298404;2.357219105705776;E33;0.041859360009029865;0.04865555071125051;0.03944949912691848
166.0;281.0;3.3855421686746987;2.5421686746987953;23765.426000000018;84.57446975088975;15875.828999999998;82.25818134715024;1.1699959327233702;1.2673196873409045;B12;0.030363805554813487;0.04733759974174815;0.020253164556962026
447.0;867.0;3.879194630872483;2.7449664429530203;69872.44699999996;80.59105767012683;46539.165000000015;78.87994067796613;1.0878587934640664;3.308960981181077;C28;0.03550245507889267;0.03424784512755716;0.03894071269071269
66.0;97.0;2.9393939393939394;2.5303030303030303;8160.636000000004;84.13026804123716;5855.299000000001;80.20957534246577;1.1297276951079478;0.37664323679359035;C32;0.06910329254079255;0.06557454823384302;0.007936507936507936
436.0;847.0;3.885321100917431;3.123853211009174;45866.742000000006;54.15199763872492;34456.02700000002;54.605431061806684;1.0242613969180767;1.1646130957726288;C23;0.04593972672903391;0.037823990773252665;0.026112328531683368
163.0;267.0;3.276073619631902;2.7423312883435584;26613.405000000006;99.67567415730339;19502.376000000004;95.13354146341466;1.1814128484517183;2.063409179398891;C33;0.062114859082939455;0.04523058037745721;0.031065400843881857
33.0;38.0;2.303030303030303;2.4545454545454546;1855.9890000000003;48.84181578947369;1376.7340000000002;52.9513076923077;1.0121199539694625;0.20701460708022204;B16;0.007056451612903226;0.05198178399049169;0.055952380952380955
54.0;97.0;3.5925925925925926;2.6296296296296298;10981.121000000001;113.20743298969073;6993.117;112.79220967741936;1.0524964031953614;0.8479396630558841;E30;0.05265279793581681;0.12101367747668085;0.008176100628930818
204.0;385.0;3.7745098039215685;2.656862745098039;33619.01799999999;87.32212467532464;20720.131000000012;84.22817479674802;1.0799443649116485;1.5823326487457676;E39;0.028955949057670186;0.04203868464099842;0.05085046966235085
21.0;26.0;2.4761904761904763;1.7619047619047619;1935.9260000000006;74.45869230769233;967.963;74.4586923076923;1.0107946142102058;3.5993550842237174;E37;0.026566416040100252;0.10985924325906121;0.0
52.0;88.0;3.3846153846153846;3.0576923076923075;6920.225000000005;78.63892045454551;4715.722000000001;76.06003225806452;1.0151476146755658;0.3557604428990574;C27;0.03957767722473605;0.09109520601602655;0.04734042553191489
282.0;463.0;3.2836879432624113;2.9361702127659575;40380.102000000006;87.2140431965443;29640.06900000003;77.18767968750008;1.112488176917806;1.7013820712473664;B14;0.04332523878030049;0.03891914531293901;0.04449476650563607
319.0;471.0;2.9529780564263324;2.927899686520376;24416.156000000006;51.838972399150755;21416.780000000017;51.73135265700487;1.0386523651712043;0.9170224901711738;B9;0.022752694784737217;0.027535633041235547;0.02942437399306409
7.0;8.0;2.2857142857142856;1.8571428571428572;717.288;89.661;358.64400000000006;89.66100000000002;1.050857980150188;0.10785125434390186;C31;0.07619047619047618;0.27724867724867724;0.0
234.0;479.0;4.094017094017094;2.7222222222222223;33299.743999999984;69.5192985386221;21191.291000000005;70.87388294314383;1.0983086680846916;1.3751162192439703;C26;0.01980883389052695;0.04706436968236987;0.028172892720306514
427.0;821.0;3.8454332552693207;2.503512880562061;72393.44399999993;88.17715468940308;45338.83199999998;90.49667065868259;1.2206584370215474;2.507615675044626;C29;0.02450609798294751;0.034697219783350705;0.03696378179751101
253.0;427.0;3.375494071146245;2.83399209486166;27122.267;63.51818969555035;20301.299999999996;61.89420731707316;1.1518284423654768;1.036871948578121;B10;0.032946949887881806;0.038582669204444614;0.05258632478632479
169.0;312.0;3.6923076923076925;2.8698224852071004;36309.29399999999;116.37594230769227;26650.164999999983;122.24846330275221;1.1687870475990374;2.038702581922476;D24;0.06838288764820318;0.055092011698000425;0.04538181725681725
145.0;302.0;4.165517241379311;2.9310344827586206;19675.362000000012;65.15020529801329;14121.698999999997;70.60849499999999;1.0390649401254675;0.9430116052281319;D21;0.055007301127990786;0.08524607233851826;0.04661235754985755
60.0;101.0;3.3666666666666667;2.7666666666666666;7628.293000000001;75.52765346534655;5450.2210000000005;77.86030000000001;1.0437248163776915;0.4656265777551548;D33;0.07578901227352425;0.0861192759988846;0.013441915227629513
49.0;78.0;3.183673469387755;2.5510204081632653;5173.477999999997;66.326641025641;3643.4039999999995;68.7434716981132;1.13644090076017;0.23009620335343764;E47;0.014998552612534376;0.059553750909207934;0.0
16.0;15.0;1.875;3.3125;1698.5730000000003;113.23820000000002;1689.8259999999998;120.70185714285712;1.0054712277744713;0.24761149359254087;E45;0.03630952380952381;0.09978984319057849;0.0
123.0;273.0;4.439024390243903;2.7560975609756095;18350.39800000001;67.21757509157513;10237.984;68.71130201342282;1.04928279688344;0.5445624444138132;E46;0.05142791368301164;0.0806645267619248;0.026370648321867834
237.0;395.0;3.3333333333333335;2.8059071729957807;50931.87199999993;128.94144810126565;38412.545999999995;130.6549183673469;1.0845868950433057;3.6976088102614146;D27;0.0260710193685037;0.03364043699422167;0.059677089720008174
339.0;694.0;4.094395280235989;2.75811209439528;55729.54000000001;80.30193083573488;37052.45;82.70636160714285;1.1162491576018434;1.7816688353475485;D23;0.03593479527470434;0.06005531086534949;0.03194467089125843
263.0;559.0;4.250950570342205;2.714828897338403;43284.753999999935;77.43247584973155;25878.573999999997;76.33797640117993;1.2078724866310824;2.3588531908909767;R2;0.05977330658580578;0.0369628249338168;0.06860646803175538
184.0;434.0;4.717391304347826;2.5489130434782608;38501.23800000004;88.71252995391714;19801.336999999992;86.84796929824557;1.1438056773466367;1.744160257216872;D30;0.03572277093303465;0.08146934427774584;0.04563492063492063
166.0;313.0;3.7710843373493974;2.3855421686746987;29678.10399999999;94.81822364217248;16922.220000000005;90.49315508021392;1.126938509865178;2.4690773529817434;D35;0.030478232219343003;0.055836873406256315;0.03061847831786482
14.0;18.0;2.5714285714285716;2.7142857142857144;2015.2329999999997;111.95738888888887;1303.3780000000002;108.61483333333335;1.0551709963660647;0.12100426112779887;E27;0.04075091575091575;0.1439091982947025;0.0
244.0;488.0;4.0;2.389344262295082;69506.85500000008;142.43207991803297;36828.07000000001;133.92025454545458;1.1646293065115731;6.179463710214463;D36;0.04173545355860308;0.05982870673450798;0.02193407100046104
294.0;580.0;3.945578231292517;2.496598639455782;53855.07599999998;92.8535793103448;34650.64099999999;101.31766374269003;1.1132280088926918;3.0901091652784833;D26;0.01664184304793964;0.03593797591222235;0.01839080459770115
101.0;139.0;2.7524752475247523;2.9306930693069306;9717.908;69.9130071942446;9077.902999999998;70.92111718749999;1.0260267679286494;0.9759645043611701;D34;0.050947094709470946;0.05504750083877248;0.028333333333333332
223.0;456.0;4.089686098654709;2.690582959641256;42656.31199999994;93.544543859649;24730.608999999982;86.7740666666666;1.0649492060209347;2.383971646461395;E43;0.057427565341044644;0.0634588528020518;0.03819444444444444
390.0;760.0;3.8974358974358974;2.6615384615384614;55762.439999999995;73.37163157894736;35233.815000000024;70.32697604790424;1.111467694632802;2.2720911488953806;D29;0.023248608475068076;0.047008368406559836;0.033324958927053165
